"Gene","cm_2_1","cm_2_2","cm_2_3","cm_3_1","cm_3_2","cm_3_3","cm_4_1","cm_4_2","cm_4_3","cm_5_1","cm_5_2","cm_5_3"
"ENSG00000088325",0,0.565628588377072,0,0,2.25762572259119,4.42672767880129,0,0,0,0,0,0
"ENSG00000088356",2.40983093835556,0.565628588377072,0.642041084800792,1.45783662289251,1.69321929194339,1.10668191970032,0,0,1.92612325440238,0,0,0
"ENSG00000088367",0,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000088386",0,0,0,0,0,1.10668191970032,0,0,0,1.17965293862394,0,0
"ENSG00000088387",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088448",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088543",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088682",0,7.35317164890193,0,0,0,0,0,0,0,0,0.957222379869713,0
"ENSG00000088726",0,0,0,2.18675493433877,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000088727",0,0,1.92612325440238,0,0,0,0,0,0,0,0,0
"ENSG00000088756",0,0.565628588377072,0,0,0,2.21336383940064,0,0,0,0,0,0.785235763104235
"ENSG00000088766",2.00819244862964,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088808",0,0,2.56816433920317,0,0,0,0,0,0,0,0,0
"ENSG00000088812",0,0,0,0,0,0,9.20471263496927,0,0,0,0,0
"ENSG00000088826",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088827",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000088832",8.03276979451855,2.26251435350829,8.3465341024103,3.64459155723128,0,0,0,0,1.92612325440238,0,0,0
"ENSG00000088833",0.803276979451855,0.565628588377072,5.77836976320713,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000088836",0,0,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000088854",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000088876",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000088881",0,0,0,0,0,0,0,0,17.3351092896214,0,0,0
"ENSG00000088882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088888",14.4589856301334,2.82814294188536,6.42041084800792,2.91567324578502,2.82203215323899,1.10668191970032,0,3.09668017906223,3.85224650880475,0,5.74333427921828,4.71141457862541
"ENSG00000088899",1.60655395890371,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088926",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088930",0.803276979451855,1.69688576513122,5.13632867840634,0.728918311446255,0.564406430647798,0,0,0,0,0,1.91444475973943,0
"ENSG00000088970",6.82785432534077,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088986",6.42621583561484,14.1407147094268,20.5453147136253,12.3916112945863,3.95084501453459,2.21336383940064,0,0,9.63061627201188,0,0.957222379869713,0
"ENSG00000088992",0,0,3.85224650880475,0,0,0,0,0,0,0,0,0
"ENSG00000089006",2.00819244862964,2.26251435350829,0.642041084800792,5.83134649157004,2.82203215323899,4.42672767880129,0,6.19336035812447,0,0,1.43583356980457,0.785235763104235
"ENSG00000089009",4.81966187671113,12.4438289442956,3.85224650880475,4.37350986867753,6.20847073712578,15.4935468758045,11.5058907937116,0,9.63061627201188,1.17965293862394,0,3.14094305241694
"ENSG00000089012",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089022",0.803276979451855,0,0.642041084800792,1.45783662289251,1.1288128612956,6.64009151820193,13.8070689524539,3.09668017906223,0,3.53895881587182,1.91444475973943,4.71141457862541
"ENSG00000089041",0,0,0,0,0,0,0,0,0,0,0.478611189934857,0.785235763104235
"ENSG00000089048",0,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000089050",0,0.565628588377072,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000089053",1.60655395890371,0.565628588377072,0,0,1.1288128612956,0,0,0,0,0,0,0
"ENSG00000089057",0,0,0,0,2.82203215323899,0,0,0,0,0,0,0
"ENSG00000089060",0,0,0,0,0,0,2.30117815874232,0,0,0,0,0
"ENSG00000089063",0,0,0.642041084800792,0,0,0,0,0,0,0,0,0
"ENSG00000089091",0,0,2.56816433920317,0,1.1288128612956,0,0,0,0,0,0,0
"ENSG00000089094",0,0,0,0.728918311446255,0,0,4.60235631748463,0,0,0,0.478611189934857,0
"ENSG00000089101",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089123",0,0.565628588377072,0,0.728918311446255,0,0,0,0,3.85224650880475,0,0,0
"ENSG00000089127",0.401638489725927,0,0,0,0,0,0,0,0,0,0,0.785235763104235
"ENSG00000089154",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089157",20.4835629760223,10.1813145907873,23.1134790528285,9.47593804880132,0,7.74677343790225,29.9153160636501,0,1.92612325440238,3.53895881587182,7.65777903895771,7.85235763104235
"ENSG00000089159",3.21310791780742,0.565628588377072,0.642041084800792,0,1.1288128612956,0,4.60235631748463,0,0,4.71861175449575,0,0
"ENSG00000089163",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089195",0.401638489725927,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000089199",0,0,0,0,0,0,0,0,0,1.17965293862394,0,0
"ENSG00000089220",2.00819244862964,6.22191447214779,10.2726573568127,5.10242818012379,1.1288128612956,2.21336383940064,0,0,0,0,0,0.785235763104235
"ENSG00000089225",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089234",0,0,0,0,0.564406430647798,1.10668191970032,0,0,0,0,0,0
"ENSG00000089248",8.8360467739704,6.22191447214779,8.3465341024103,8.74701973735506,2.82203215323899,1.10668191970032,0,3.09668017906223,0,1.17965293862394,1.43583356980457,0
"ENSG00000089250",0,0,0,0,0,0,2.30117815874232,0,1.92612325440238,0,0,0.785235763104235
"ENSG00000089280",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000089289",0,0,0,0,1.1288128612956,0,0,0,0,1.17965293862394,0,0
"ENSG00000089327",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089335",0.401638489725927,5.09065729539364,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000089351",0,1.69688576513122,0,0,0,0,0,0,0,0,0.478611189934857,2.35570728931271
"ENSG00000089356",0,1.69688576513122,0,0,0,0,0,0,0,0,0,0
"ENSG00000089472",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089486",1.60655395890371,0,0,2.18675493433877,0,0,0,0,0,0,0,0
"ENSG00000089505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089558",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089597",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089639",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089682",0,2.26251435350829,0.642041084800792,1.45783662289251,0.564406430647798,1.10668191970032,4.60235631748463,0,1.92612325440238,1.17965293862394,1.43583356980457,2.35570728931271
"ENSG00000089685",2.81146942808149,3.9594001186395,10.9146984416135,3.64459155723128,5.64406430647798,5.53340959850161,0,0,7.70449301760951,0,5.26472308928342,2.35570728931271
"ENSG00000089692",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089693",0,0,6.42041084800792,0,0,0,2.30117815874232,0,0,0,0,0
"ENSG00000089723",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089737",0,0,0,0,0,0,0,0,0,0,0.478611189934857,0.785235763104235
"ENSG00000089775",0.401638489725927,0,14.7669449504182,2.91567324578502,0,1.10668191970032,0,0,0,1.17965293862394,3.82888951947885,2.35570728931271
"ENSG00000089818",2.81146942808149,2.26251435350829,1.28408216960158,0.728918311446255,7.33728359842138,3.32004575910097,0,12.3867207162489,3.85224650880475,3.53895881587182,0.478611189934857,14.1342437358762
"ENSG00000089820",0,0,0,0,0,0,0,0,0,0,1.43583356980457,0
"ENSG00000089847",0,0,0.642041084800792,0,0,0,0,0,0,0,0,0
"ENSG00000089876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089902",4.81966187671113,1.13125717675414,0,0,2.82203215323899,2.21336383940064,0,6.19336035812447,0,0,0,0
"ENSG00000089916",2.81146942808149,4.52502870701657,15.408986035219,0.728918311446255,5.07965787583018,0,25.3129597461655,3.09668017906223,0,0,0,0
"ENSG00000090006",0.803276979451855,1.13125717675414,0,0.728918311446255,0,1.10668191970032,0,6.19336035812447,0,0,0,0
"ENSG00000090013",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090054",0,1.69688576513122,0,0.728918311446255,0.564406430647798,1.10668191970032,0,0,3.85224650880475,0,1.43583356980457,3.14094305241694
"ENSG00000090060",4.81966187671113,1.69688576513122,1.28408216960158,6.5602648030163,4.51525144518239,1.10668191970032,0,3.09668017906223,3.85224650880475,7.07791763174363,0,0
"ENSG00000090061",0.401638489725927,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000090097",0,0.565628588377072,5.77836976320713,0,0,0,0,0,0,0,0.478611189934857,0
"ENSG00000090104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090238",7.22949281506669,2.26251435350829,0,5.10242818012379,0,0,0,0,3.85224650880475,8.25757057036757,0,0
"ENSG00000090263",2.00819244862964,0.565628588377072,0.642041084800792,11.6626929831401,2.25762572259119,1.10668191970032,0,3.09668017906223,0,3.53895881587182,1.91444475973943,4.71141457862541
"ENSG00000090266",6.02457734588891,7.918800237279,15.408986035219,11.6626929831401,10.1593157516604,18.8135926349055,0,9.2900405371867,1.92612325440238,2.35930587724788,4.30750070941371,3.92617881552118
"ENSG00000090273",6.82785432534077,0,4.49428759360555,7.28918311446255,0,1.10668191970032,0,0,3.85224650880475,0,5.74333427921828,0.785235763104235
"ENSG00000090316",0,0,0.642041084800792,2.91567324578502,0.564406430647798,1.10668191970032,0,0,0,1.17965293862394,0.957222379869713,0
"ENSG00000090339",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090372",0,0,0,0,0,1.10668191970032,0,3.09668017906223,0,0,0,0
"ENSG00000090376",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090382",1.20491546917778,1.13125717675414,2.56816433920317,2.91567324578502,4.51525144518239,3.32004575910097,0,0,3.85224650880475,1.17965293862394,4.78611189934857,3.92617881552118
"ENSG00000090402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090432",0,0,2.56816433920317,4.37350986867753,0,0,0,0,0,0,0,0
"ENSG00000090447",0.401638489725927,0,0.642041084800792,0,0,1.10668191970032,0,0,0,0,0.957222379869713,0
"ENSG00000090470",12.4507931815037,7.918800237279,10.9146984416135,8.01810142590881,0.564406430647798,9.96013727730289,0,0,0,17.6947940793591,0,2.35570728931271
"ENSG00000090487",2.40983093835556,0,0,8.01810142590881,0.564406430647798,1.10668191970032,0,0,9.63061627201188,1.17965293862394,1.43583356980457,0.785235763104235
"ENSG00000090512",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090520",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000090530",0.803276979451855,0,1.28408216960158,0.728918311446255,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000090534",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090539",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000090554",0,0,0,0,0.564406430647798,1.10668191970032,0,0,0,1.17965293862394,2.87166713960914,0
"ENSG00000090565",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000090581",0.401638489725927,2.26251435350829,3.85224650880475,2.18675493433877,1.69321929194339,3.32004575910097,0,3.09668017906223,0,1.17965293862394,0,0.785235763104235
"ENSG00000090612",0.803276979451855,1.69688576513122,0,0,0.564406430647798,0,0,0,0,1.17965293862394,0,1.57047152620847
"ENSG00000090615",0.401638489725927,0,0,0.728918311446255,0.564406430647798,2.21336383940064,0,6.19336035812447,0,1.17965293862394,2.39305594967428,0.785235763104235
"ENSG00000090621",3.21310791780742,1.69688576513122,3.85224650880475,2.18675493433877,1.69321929194339,6.64009151820193,0,0,0,4.71861175449575,1.43583356980457,0.785235763104235
"ENSG00000090659",0,0,0,0,0,0,0,0,0,0,0.478611189934857,0
"ENSG00000090661",4.4180233869852,0.565628588377072,0,0,0.564406430647798,1.10668191970032,0,0,0,0,0,0
"ENSG00000090674",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000090686",1.20491546917778,0,0,0,0,0,0,0,0,0,1.43583356980457,0
"ENSG00000090776",2.00819244862964,0.565628588377072,0,2.91567324578502,0,0,0,0,0,0,0,0
"ENSG00000090857",1.20491546917778,0.565628588377072,0,0,0,0,2.30117815874232,0,0,0,0,0
"ENSG00000090861",2.00819244862964,0,0.642041084800792,1.45783662289251,0.564406430647798,1.10668191970032,0,0,1.92612325440238,1.17965293862394,0.478611189934857,2.35570728931271
"ENSG00000090863",0,2.82814294188536,1.92612325440238,0,1.69321929194339,4.42672767880129,0,0,0,0,0,0.785235763104235
"ENSG00000090889",0.401638489725927,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090905",2.81146942808149,0,0,0,0,9.96013727730289,0,0,0,0,0,0
"ENSG00000090924",3.61474640753335,1.69688576513122,3.85224650880475,2.91567324578502,0.564406430647798,2.21336383940064,0,0,0,1.17965293862394,1.43583356980457,2.35570728931271
"ENSG00000090932",0,0,0.642041084800792,0,2.25762572259119,0,0,0,0,0,0,0
"ENSG00000090971",0.803276979451855,0,0,0,2.25762572259119,3.32004575910097,0,0,0,0,0,0
"ENSG00000090975",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090989",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091009",0.401638489725927,0,0,0,0,1.10668191970032,0,0,1.92612325440238,0,0,0
"ENSG00000091010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091039",0.803276979451855,0.565628588377072,0.642041084800792,0.728918311446255,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000091073",0.401638489725927,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000091106",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091127",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091128",0.401638489725927,0,0.642041084800792,0,0,6.64009151820193,0,0,0,0,0,3.14094305241694
"ENSG00000091129",0,1.13125717675414,0,0,0,0,0,0,0,0,0,0
"ENSG00000091136",0,0,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000091137",0,0.565628588377072,0,0,0,0,0,3.09668017906223,0,0,0.957222379869713,0
"ENSG00000091138",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091140",0,0,0,0.728918311446255,2.25762572259119,0,0,0,0,0,0,0
"ENSG00000091157",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091164",0.401638489725927,2.26251435350829,0,3.64459155723128,0.564406430647798,4.42672767880129,0,0,0,0,0,0
"ENSG00000091181",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091262",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091317",2.81146942808149,0,0.642041084800792,0,0.564406430647798,1.10668191970032,0,0,0,0,0,0
"ENSG00000091409",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000091428",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091436",3.21310791780742,3.9594001186395,6.42041084800792,2.91567324578502,3.95084501453459,6.64009151820193,0,3.09668017906223,1.92612325440238,4.71861175449575,5.74333427921828,2.35570728931271
"ENSG00000091482",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091483",0.803276979451855,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091490",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091513",0.401638489725927,3.39377153026243,1.28408216960158,3.64459155723128,3.38643858388679,7.74677343790225,6.90353447622695,3.09668017906223,0,1.17965293862394,1.43583356980457,0
"ENSG00000091527",2.00819244862964,0,0.642041084800792,5.10242818012379,2.82203215323899,0,0,3.09668017906223,0,0,0,2.35570728931271
"ENSG00000091536",0.401638489725927,0,0,0,0.564406430647798,0,0,0,0,3.53895881587182,0.957222379869713,1.57047152620847
"ENSG00000091542",4.4180233869852,1.69688576513122,0.642041084800792,0,1.69321929194339,8.85345535760257,0,0,0,0,0,0
"ENSG00000091583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091592",0.401638489725927,0,0,2.18675493433877,5.07965787583018,0,0,0,1.92612325440238,0,0.478611189934857,3.14094305241694
"ENSG00000091622",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091640",0,0.565628588377072,0,0,0.564406430647798,2.21336383940064,0,0,0,0,1.43583356980457,0.785235763104235
"ENSG00000091651",2.81146942808149,1.69688576513122,3.85224650880475,3.64459155723128,4.51525144518239,4.42672767880129,2.30117815874232,0,3.85224650880475,0,0,0
"ENSG00000091656",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091704",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091732",0,0,7.70449301760951,0,0,0,0,0,0,0,0,0
"ENSG00000091831",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091844",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091879",0.401638489725927,0.565628588377072,0.642041084800792,0,0,0,0,0,0,0,0,0
"ENSG00000091947",0.803276979451855,0,1.92612325440238,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000091972",0,0,0,0,0,0,0,0,1.92612325440238,0,0,0
"ENSG00000091986",0.401638489725927,0,0,0,0,0,0,0,5.77836976320713,9.43722350899151,0,0
"ENSG00000092009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092020",0,1.13125717675414,0,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000092036",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092051",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092054",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092067",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092068",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000092094",0,3.39377153026243,0,0,0,0,0,0,0,0,0,1.57047152620847
"ENSG00000092096",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092098",0,0,3.85224650880475,0,0,1.10668191970032,0,0,0,0,0.478611189934857,0.785235763104235
"ENSG00000092108",1.20491546917778,0,0.642041084800792,2.18675493433877,1.69321929194339,0,2.30117815874232,0,1.92612325440238,0,2.39305594967428,3.14094305241694
"ENSG00000092140",0.401638489725927,0,0.642041084800792,0,0,0,0,0,0,0,0,0
"ENSG00000092148",0.401638489725927,0,0.642041084800792,1.45783662289251,0,4.42672767880129,0,0,0,0,0.957222379869713,0
"ENSG00000092199",8.03276979451855,1.13125717675414,5.77836976320713,6.5602648030163,5.64406430647798,4.42672767880129,0,12.3867207162489,0,3.53895881587182,0,0
"ENSG00000092200",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092201",1.20491546917778,1.13125717675414,0.642041084800792,0,2.82203215323899,0,0,0,0,0,0.957222379869713,7.06712186793812
"ENSG00000092203",1.20491546917778,0.565628588377072,0.642041084800792,2.18675493433877,0,11.0668191970032,0,0,0,1.17965293862394,0,0.785235763104235
"ENSG00000092208",0.401638489725927,0,0,0,0,0,0,0,0,0,0.478611189934857,0
"ENSG00000092295",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092330",0.803276979451855,1.13125717675414,0,0.728918311446255,1.69321929194339,0,2.30117815874232,0,0,2.35930587724788,3.82888951947885,3.92617881552118
"ENSG00000092345",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092377",0.803276979451855,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092421",0,0,0.642041084800792,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000092439",0.803276979451855,0,0,2.91567324578502,0.564406430647798,3.32004575910097,0,0,1.92612325440238,3.53895881587182,1.91444475973943,1.57047152620847
"ENSG00000092445",0.401638489725927,1.69688576513122,0,3.64459155723128,0.564406430647798,2.21336383940064,0,3.09668017906223,0,2.35930587724788,0.957222379869713,5.49665034172965
"ENSG00000092470",0,0,0,0,0.564406430647798,0,0,0,1.92612325440238,1.17965293862394,0,0
"ENSG00000092529",0,0.565628588377072,0,0.728918311446255,0.564406430647798,0,0,0,0,0,1.43583356980457,2.35570728931271
"ENSG00000092531",8.03276979451855,2.82814294188536,4.49428759360555,2.18675493433877,0,0,0,0,0,0,0,0
"ENSG00000092607",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092621",0.401638489725927,0,0.642041084800792,0,0,1.10668191970032,2.30117815874232,0,0,0,0,2.35570728931271
"ENSG00000092758",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092820",2.40983093835556,2.82814294188536,8.98857518721109,2.18675493433877,2.25762572259119,9.96013727730289,2.30117815874232,0,0,4.71861175449575,6.70055665908799,3.92617881552118
"ENSG00000092841",27.713055791089,25.4532864769682,26.3236844768325,25.5121409006189,14.6745671968428,9.96013727730289,50.625919492331,37.1601621487468,11.5567395264143,24.7727117111027,18.6658364074594,27.4832517086482
"ENSG00000092847",1.20491546917778,0.565628588377072,0.642041084800792,0,0.564406430647798,3.32004575910097,2.30117815874232,0,0,0,0,0
"ENSG00000092850",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092853",1.20491546917778,0,1.28408216960158,2.18675493433877,1.69321929194339,1.10668191970032,2.30117815874232,0,11.5567395264143,1.17965293862394,3.350278329544,3.92617881552118
"ENSG00000092871",7.63113130479262,5.09065729539364,1.92612325440238,10.2048563602476,2.82203215323899,9.96013727730289,9.20471263496927,3.09668017906223,5.77836976320713,3.53895881587182,13.401113318176,3.92617881552118
"ENSG00000092929",0.401638489725927,0,1.28408216960158,2.18675493433877,1.1288128612956,0,0,0,0,0,1.91444475973943,1.57047152620847
"ENSG00000092931",2.81146942808149,3.9594001186395,0.642041084800792,0,0,2.21336383940064,0,0,1.92612325440238,2.35930587724788,0.957222379869713,0
"ENSG00000092964",1.20491546917778,1.13125717675414,1.92612325440238,0,0,4.42672767880129,0,0,0,0,0,0
"ENSG00000092969",0,3.9594001186395,0,0.728918311446255,0,1.10668191970032,4.60235631748463,0,0,0,0,0
"ENSG00000092978",0.401638489725927,0,0,0,1.1288128612956,2.21336383940064,0,0,0,0,0,0
"ENSG00000093000",0.401638489725927,0,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000093009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000093010",0,0,0,0,0,0,0,3.09668017906223,0,0,0,0
"ENSG00000093072",4.81966187671113,0.565628588377072,0,3.64459155723128,0,3.32004575910097,0,0,0,0,0,1.57047152620847
"ENSG00000093144",4.4180233869852,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000093167",0,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000093183",2.81146942808149,1.69688576513122,2.56816433920317,18.2229577861564,0.564406430647798,14.3868649561042,0,0,0,0,1.91444475973943,0.785235763104235
"ENSG00000093217",0,0,0,0,0,0,0,0,0,0,0,0.785235763104235
"ENSG00000094631",1.60655395890371,1.13125717675414,1.92612325440238,0,3.95084501453459,1.10668191970032,0,0,0,0,0,0.785235763104235
"ENSG00000094661",0,0,0.642041084800792,0,0.564406430647798,1.10668191970032,0,3.09668017906223,0,1.17965293862394,0.478611189934857,0.785235763104235
"ENSG00000094755",3.21310791780742,0,0,0,0.564406430647798,0,0,0,5.77836976320713,0,0,0
"ENSG00000094796",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000094804",0.803276979451855,0,0.642041084800792,0,0,0,0,0,0,0,0,0
"ENSG00000094841",0,0,0,1.45783662289251,0,0,0,0,0,0,0,0
"ENSG00000094880",0,0,0,0,0,3.32004575910097,0,0,0,1.17965293862394,0,0
"ENSG00000094914",0.401638489725927,1.13125717675414,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000094916",35.3441870958816,11.8782003559185,24.3975612224301,10.9337746716938,12.9813479048994,13.2801830364039,34.5176723811348,6.19336035812447,11.5567395264143,5.89826469311969,5.74333427921828,1.57047152620847
"ENSG00000094963",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000094975",0.803276979451855,0,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000095002",0.401638489725927,0,1.92612325440238,0,0,0,0,0,0,2.35930587724788,0,0
"ENSG00000095015",0,0,0,1.45783662289251,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000095059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095066",0.401638489725927,0.565628588377072,0.642041084800792,0,0,1.10668191970032,0,0,0,1.17965293862394,0.478611189934857,0.785235763104235
"ENSG00000095110",0,0,0,4.37350986867753,0,0,0,0,0,0,0,0
"ENSG00000095139",2.40983093835556,2.26251435350829,0,0.728918311446255,1.1288128612956,5.53340959850161,0,3.09668017906223,1.92612325440238,0,0,0
"ENSG00000095203",3.61474640753335,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000095209",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095261",0,2.26251435350829,0,2.91567324578502,0,0,0,0,0,0,0,0
"ENSG00000095303",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095319",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095321",4.4180233869852,0,0,0,1.1288128612956,0,0,0,0,0,0.478611189934857,0
"ENSG00000095370",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095380",1.60655395890371,0,0.642041084800792,0,0,1.10668191970032,0,0,3.85224650880475,1.17965293862394,2.87166713960914,1.57047152620847
"ENSG00000095383",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095397",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095464",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095485",2.81146942808149,0.565628588377072,0,0,1.69321929194339,0,0,3.09668017906223,0,1.17965293862394,1.43583356980457,0.785235763104235
"ENSG00000095539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095574",3.21310791780742,3.39377153026243,0,9.47593804880132,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000095585",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095587",0.401638489725927,0,0.642041084800792,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000095596",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095627",0,0,0,0.728918311446255,0.564406430647798,0,0,0,0,0,0,0.785235763104235
"ENSG00000095637",0.803276979451855,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095713",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095739",6.42621583561484,0,0,0.728918311446255,0.564406430647798,2.21336383940064,0,6.19336035812447,1.92612325440238,0,1.43583356980457,0
"ENSG00000095752",0,0,5.13632867840634,2.91567324578502,0,0,0,0,0,0,0,0
